event_date,event_country,event_name,player_place,prize_usd,player_id,source,last_updated
9-Mar-13,England,"£ 2,000 + 150 No Limit Hold'em - UKIPT High RollerEuropean Poker Tour - EPT London, London",9th,11512,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
30-Jun-12,United States,"$ 1,500 No Limit Hold'em (Event #53)43rd World Series of Poker - WSOP 2012, Las Vegas",17th,26414,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
30-Apr-12,Monaco,"€ 1,000 + 100 No Limit Hold'em - Women's EventEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",2nd,17097,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
24-Apr-12,Monaco,"€ 5,000 + 250 No Limit Hold'em - Heads-UpEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",1st,77763,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
19-Nov-11,England,"No Limit Hold'em - Invitation IFP World Championship - The Table, London",2nd,100000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
13-Aug-11,Scotland,"£ 1,500 + 120 No Limit Hold'em - High RollerUK & Ireland Poker Tour - UKIPT Edinburgh, Edinburgh",2nd,10635,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
4-Jul-11,United States,"$ 200 + 25 No Limit Hold'em2011 Wynn Classic Summer Guarantee, Las Vegas",8th,2134,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
13-May-11,Spain,"€ 2,000 EPT 7 Champion of Champions Event European Poker Tour - EPT Madrid Grand Final, Madrid",4th,14842,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
11-May-11,Spain,"€ 500 + 50 No Limit Hold'em - Women's EventEuropean Poker Tour - EPT Madrid Grand Final, Madrid",3rd,6085,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
14-Jan-11,Bahamas,"$ 1,000 + 100 No Limit Hold'em - Women's Event PokerStars Caribbean Adventure - PCA 2011, Paradise Island",4th,9312,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
20-Oct-10,Wales,"$ 10,000 Heat 8 Full Tilt Poker Late Night Poker 2010, Cardiff",4th,,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
25-Apr-10,Monaco,"€ 10,000 + 600 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",26th,53250,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
25-Mar-10,England,"£ 1,500 + 90 No Limit Hold'em - Main EventGrosvenor UK Poker Tour - GUKPT London Leg 3, London",9th,13924,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
11-Feb-10,England,"£ 500 + 50 No Limit Hold'emUK & Ireland Poker Tour - UKIPT Manchester, Manchester",25th,2584,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
5-Jan-10,Bahamas,"$ 10,000 + 300 No Limit Hold'em - Main EventPokerStars Caribbean Adventure - PCA 2010, Paradise Island",174th,17500,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
24-Aug-09,Wales,"Heat A Late Night Poker 2009, Cardiff",4th,,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
5-Jan-09,Bahamas,"$ 9,700 + 300 No Limit Hold'em - Main EventPokerStars Caribbean Adventure - PCA 2009, Paradise Island",30th,40000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
5-Jan-09,Bahamas,"Wold Cup of Poker - Team EventPokerStars Caribbean Adventure - PCA 2009, Paradise Island",5th,2000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
30-Nov-08,England,"Heads-Up 2 PartyPoker.com Premier League Poker III, London",2nd,,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
29-Nov-08,England,"Heat 12 PartyPoker.com Premier League Poker III, London",5th,4000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
28-Nov-08,England,"Heat 10 PartyPoker.com Premier League Poker III, London",5th,4000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
27-Nov-08,England,"Heat 8 PartyPoker.com Premier League Poker III, London",3rd,8000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
26-Nov-08,England,"Heat 5 PartyPoker.com Premier League Poker III, London",3rd,8000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
25-Nov-08,England,"Heat 4 PartyPoker.com Premier League Poker III, London",2nd,12000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
24-Nov-08,England,"Heat 2 PartyPoker.com Premier League Poker III, London",3rd,8000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
1-Oct-08,England,"£ 5,200 + 200 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT London, London",38th,20909,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
25-Jul-08,England,"Heat 6 Poker Million VII, Sky Sports",4th,,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
8-Feb-21,England,"Heat 11 PartyPoker.com Premier League Poker II, London",3rd,6000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
8-Feb-21,England,"Heat 9 PartyPoker.com Premier League Poker II, London",3rd,6000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
8-Feb-21,England,"Heat 8 PartyPoker.com Premier League Poker II, London",3rd,6000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
8-Feb-21,England,"Heat 6 PartyPoker.com Premier League Poker II, London",4th,4000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
8-Feb-21,England,"Heat 3 PartyPoker.com Premier League Poker II, London",2nd,10000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
8-Feb-21,England,"Heat 2 PartyPoker.com Premier League Poker II, London",5th,2000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
20-Nov-07,England,"Heat 9 Poker Million VI, Sky Sports",4th,,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
28-Jun-07,United States,"$ 5,000 No Limit Hold'em - Six Handed38th World Series of Poker - WSOP 2007, Las Vegas",64th,6159,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
16-Apr-07,England,"£ 500 No Limit Hold'em Charity EventBetfair.com Fifty Spring Festival, London",1st,23828,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
22-Mar-07,Wales,"£ 1,000 + 50 GPT Leg 3 - No Limit Hold'emGrosvenor UK Poker Tour - GUKPT Cardiff, Cardiff",11th,6120,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
7-Mar-07,England,"No Limit Hold'em - Finals Partypoker.com Premier League Poker, Maidstone",5th,15000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
6-Mar-07,England,"No Limit Hold'em - Heads-Up Match 2 Partypoker.com Premier League Poker, Maidstone",1st,,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
3-Mar-07,England,"Group Match 11 Partypoker.com Premier League Poker, Maidstone",3rd,3000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
2-Mar-07,England,"Group Match 9 Partypoker.com Premier League Poker, Maidstone",5th,1000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
1-Mar-07,England,"Group Match 8 Partypoker.com Premier League Poker, Maidstone",4th,2000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
28-Feb-07,England,"Group Match 6 Partypoker.com Premier League Poker, Maidstone",2nd,6000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
27-Feb-07,England,"Group Match 4 Partypoker.com Premier League Poker, Maidstone",2nd,6000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
26-Feb-07,England,"Group Match 2 Partypoker.com Premier League Poker, Maidstone",4th,2000,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
21-Sep-06,England,"£ 3,500 + 50 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT London, London",1st,941513,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
20-Sep-06,England,"£ 300 + 30 No Limit Hold'emEuropean Poker Tour - EPT London, London",8th,1883,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
29-Aug-04,England,"£ 100 No Limit Hold'emCelebPoker UK Challenge, Brighton",2nd,5325,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
28-Aug-04,England,"£ 1,000 No Limit Hold'emCelebPoker UK Challenge, Brighton",17th,741,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
27-Jul-04,Wales,"No Limit Hold'em - Grand Final Celebrity Poker Club Series 2, Cardiff",1st,45745,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
4-Jul-04,England,"£ 200 Pot Limit Omaha Hi/LoEuropean Poker Championships, London",4th,3886,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
1-Jul-04,England,"£ 750 No Limit Hold'emEuropean Poker Championships, London",12th,1826,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
28-Jun-04,England,"£ 200 Pot Limit Hold'emEuropean Poker Championships, London",2nd,27230,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
14-Jul-03,England,"£ 200 + 20 Pot Limit HoldemEuropean Poker Championships 2003, London",5th,5636,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
1-Jul-01,England,"£ 200 Pot Limit Hold'em2001 European Poker Championships, London",9th,940,403,https://pokerdb.thehendonmob.com/player.php?a=r&n=403,10/19/2021
12-Oct-21,United States,"$ 5,000 No Limit Hold'em - 6 Handed (Event #25)52nd World Series of Poker - WSOP 2021, Las Vegas",33rd,15200,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
27-Oct-19,Canada,"C$ 2,700 + 300 No Limit Hold'emNiagara Series of Poker, Niagara Falls",25th,5243,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
10-Jul-19,United States,"$ 520 + 80 No Limit Hold'em - Monster Stack (Event #66)2019 Goliath Phamous Poker Series, Las Vegas",1st,20000,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
5-May-17,Canada,"C$ 5,000 + 300 No Limit Hold'em partypoker MILLION North America (Event #2)partypoker LIVE - partypoker MILLION North America, Kahnawake",71st,14563,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
20-Feb-17,Canada,"C$ 2,300 + 200 No Limit Hold'emWorld Poker Tour - WPT Fallsview Poker Classic, Niagara Falls",1st,232114,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
11-Jan-17,Bahamas,"$ 3,000 + 300 No Limit Hold'em  (Event #57)PokerStars Championship Bahamas, Paradise Island",10th,7780,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
4-Nov-16,Macau,"HK$ 23,000 + 2,000 No Limit Hold'em - ACOP Warm-Up (Event #7)2016 Asia Championship of Poker (ACOP), Macau",16th,9399,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
27-May-16,Macau,"HK$ 4,500 + 500 No Limit Hold'em - KO Bounty #11Asia Pacific Poker Tour - APPT Macau, Macau",1st,27476,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
21-Feb-16,Canada,"C$ 4,700 + 300 WPT Fallsview Poker Classic Main EventWorld Poker Tour -  WPT Fallsview Poker Classic, Niagara Falls",39th,7487,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
29-Jan-16,Australia,"A$ 2,250 + 250 No Limit Holdem Shot Clock  Six Max (Event #19)2016 Aussie Millions Poker Championship, Melbourne",11th,6838,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
19-Jan-16,Australia,"A$ 1,025 + 125 No Limit Holdem Six Max (Event #6)2016 Aussie Millions Poker Championship, Melbourne",49th,1582,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
13-Jan-16,Australia,"A$ 1,025 + 125 No Limit Holdem - (Event #1)2016 Aussie Millions Poker Championship, Melbourne",86th,2454,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
12-Nov-15,Macau,"HK$ 13,500 + 1,500 No Limit Hold'emAsia Pacific Poker Tour - APPT Asia Championship of Poker, Macau",5th,20641,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
16-Aug-15,United States,"$ 2,650 No Limit Hold'em - Freezeout (Event #22)Seminole Hard Rock Poker Open, Hollywood",4th,70900,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
15-Aug-15,United States,"$ 5,250 No Limit Hold'em - Championship Freezeout (Event #21)Seminole Hard Rock Poker Open, Hollywood",96th,10000,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
14-Aug-15,United States,"$ 1,100 No Limit Hold'em - Turbo Freezeout (Event #19)Seminole Hard Rock Poker Open, Hollywood",13th,2870,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
30-Jun-15,United States,"$ 1,111 No Limit Hold'em Little One for One-Drop (Event #61)46th World Series of Poker - WSOP 2015, Las Vegas",28th,16193,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
19-Mar-15,Australia,"A$ 2,050 + 250 No Limit Hold'em - Main Event #7Australia New Zealand Poker Tour - ANZPT Sydney, Sydney",24th,4201,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
11-Feb-15,Australia,"A$ 2,050 + 250 No Limit Hold'em - Main Event (Event #7)Australia New Zealand Poker Tour - ANZPT Perth, Perth",18th,3974,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
20-Jan-15,Australia,"A$ 1,025 + 125 #4 No Limit Holdem Six Max2015 Aussie Millions Poker Championship, Melbourne",2nd,58733,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
12-Jan-15,Bahamas,"$ 970 + 130 #25 No Limit Hold'emPokerStars Caribbean Adventure - PCA 2015, Paradise Island",36th,2120,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
20-Nov-14,Canada,"C$ 3,500 + 350 No Limit Hold'em WPT MontrealWorld Poker Tour - WPT Montreal, Kahnawake",68th,6318,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
23-Oct-14,Philippines,"$ 2,000 + 200 No Limit Hold'em - Main Event (Event #12)World Poker Tour - WPT National Philippines, Paranaque City",44th,4103,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
12-Oct-14,Australia,"A$ 10,000 No Limit Hold'em WSOP APAC Main EventWorld Series of Poker Asia-Pacific - WSOP APAC 2014, Melbourne",31st,18710,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
8-Jul-14,United States,"$ 1,100 No Limit Hold'em #60Deepstack Extravaganza III, Las Vegas",55th,4593,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
2-Jul-14,United States,"$ 1,111 No Limit Hold'em - The Little One for One Drop (Event #62)45th World Series of Poker - WSOP 2014, Las Vegas",433rd,1780,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
27-Jun-14,United States,"$ 1,000 No Limit Hold'em - Ladies Championship (Event #53)45th World Series of Poker - WSOP 2014, Las Vegas",11th,9078,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
15-Jun-14,United States,"$ 1,000 No Limit Hold'em (Event #33)45th World Series of Poker - WSOP 2014, Las Vegas",74th,3266,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
3-Jul-13,United States,"$ 1,111 No Limit Hold'em - Little One Drop (Event 58)44th World Series of Poker - WSOP 2013, Las Vegas",130th,3723,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
16-Jun-13,United States,"$ 1,000 No Limit Hold'em (Event #30)44th World Series of Poker - WSOP 2013, Las Vegas",103rd,2362,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
7-Jun-13,United States,"$ 1,500 H.O.R.S.E. (Event #15)44th World Series of Poker - WSOP 2013, Las Vegas",44th,4270,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
1-Jun-13,United States,"$ 1,500 No Limit Hold'em - Millionaire Maker (Event #6)44th World Series of Poker - WSOP 2013, Las Vegas",369th,4024,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
9-May-13,Monaco,"€ 2,000 + 150 No Limit Hold'emEuropean Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",10th,10752,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
14-Mar-13,South Korea,"KRW 2,760,000 + 240,000 No Limit Hold'em - Main EventAsia Pacific Poker Tour - APPT Seoul, Seoul",4th,40711,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
12-Jan-13,Bahamas,"$ 1,000 + 100 No Limit Hold'em - Women's (Event #31)PokerStars Caribbean Adventure - PCA 2013, Paradise Island",7th,2880,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
23-Nov-12,Canada,"$ 3,000 + 300 No Limit Hold'em - Main EventWorld Poker Tour - WPT Montreal, Kahnawake",86th,6775,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
30-Aug-12,Canada,"C$ 1,100 No Limit Hold'em - Main EventStardust Canadian Poker Classic, Kanhawake",4th,25287,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
19-Aug-12,Spain,"€ 5,000 + 300 No Limit Hold'em - EPT Main EventEuropean Poker Tour - EPT Barcelona, Barcelona",88th,14190,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
29-May-12,United States,"$ 1,500 Seven Card Stud Hi/Lo (Event #4)43rd World Series of Poker - WSOP 2012, Las Vegas",6th,29985,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
7-Jan-12,Bahamas,"$ 10,000 + 300 No Limit Hold'em - Main EventPokerStars Caribbean Adventure - PCA 2012, Paradise Island",4th,600000,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
25-Oct-11,Italy,"€ 300 + 30 No Limit Hold'em - TurboEuropean Poker Tour - EPT Sanremo, Sanremo",4th,4412,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
1-Jul-11,United States,"$ 1,000 No Limit Hold'em - Ladies Championship42nd World Series of Poker - WSOP 2011, Las Vegas",90th,2126,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
19-Jun-11,United States,"$ 1,000 No Limit Hold'em42nd World Series of Poker - WSOP 2011, Las Vegas",279th,2093,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
7-May-11,Spain,"€ 10,000 + 400 No Limit Hold'em - EPT Grand FinalEuropean Poker Tour - EPT Madrid Grand Final, Madrid",75th,29684,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
27-Apr-11,Italy,"€ 5,000 + 300 No Limit Hold'em - Main EventEuropean Poker Tour - EPT Sanremo, Sanremo",3rd,524705,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
17-Feb-11,Malta,"€ 2,000 + 200 No Limit Hold'em - Main EventItalian Poker Tour - IPT Malta, Portomaso",28th,4250,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
11-Dec-10,Italy,"€ 1,000 + 100 No Limit Hold'emItalian Poker Tour - IPT Sanremo, Sanremo",1st,64376,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
25-Nov-10,Spain,"€ 1,000 + 100 No Limit Hold'emEuropean Poker Tour - EPT Barcelona, Barcelona",22nd,1804,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
2-Jul-10,United States,"$ 500 + 50 8 GameInaugural 2010 Aria Classic, Las Vegas",1st,7740,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
18-Jun-10,United States,"$ 500 + 50 No Limit Hold'em2010 Venetian Deep Stack Extravaganza III, Las Vegas",61st,1106,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
11-Jun-10,United States,"$ 1,000 No Limit Hold'em - Ladies Championship41st World Series of Poker - WSOP 2010, Las Vegas",69th,2656,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
5-Mar-10,Macau,"HK$ 10,000 No Limit Hold'emMacau Poker Cup 2010, Macau",24th,3040,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
4-Mar-10,Macau,"HK$ 3,000 No Limit Hold'emMacau Poker Cup 2010, Macau",7th,2975,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
21-Nov-07,Canada,"C$ 2,500 + 200 No Limit Hold'em - Championship EventBritish Columbia Poker Championships, Richmond",31st,4918,128791,https://pokerdb.thehendonmob.com/player.php?a=r&n=128791,10/19/2021
